Objeto,Confianza,X1,Y1,X2,Y2,Tiempo
Celular pedorro,0.25666919350624084,109,108,411,465,1743650461.9579268
Celular pedorro,0.2905653715133667,224,109,413,414,1743650462.006953
Celular pedorro,0.35967618227005005,215,117,411,435,1743650462.1514473
Celular pedorro,0.2855936586856842,121,117,410,470,1743650462.1516273
Celular pedorro,0.35967618227005005,215,117,411,435,1743650462.1990438
Celular pedorro,0.2855936586856842,121,117,410,470,1743650462.199245
Celular pedorro,0.2924509048461914,216,116,410,423,1743650462.2483132
Celular pedorro,0.6159635782241821,213,115,410,422,1743650462.2951035
Celular pedorro,0.6159635782241821,213,115,410,422,1743650462.3428879
Celular pedorro,0.37159866094589233,223,103,402,402,1743650462.631271
Celular pedorro,0.2686004936695099,148,100,403,409,1743650462.6314445
Celular pedorro,0.37159866094589233,223,103,402,402,1743650462.679155
Celular pedorro,0.2686004936695099,148,100,403,409,1743650462.6793308
Celular pedorro,0.4491843581199646,221,103,401,403,1743650462.7266796
Celular pedorro,0.48244139552116394,222,104,402,402,1743650462.774684
Celular pedorro,0.3689599633216858,224,102,404,401,1743650462.8223174
Celular pedorro,0.26764586567878723,225,101,405,401,1743650462.8699431
Celular pedorro,0.26764586567878723,225,101,405,401,1743650462.9198453
Celular pedorro,0.4274897873401642,229,99,409,401,1743650462.9676805
Celular pedorro,0.47298070788383484,228,100,408,396,1743650463.015892
Celular pedorro,0.41423940658569336,225,101,404,401,1743650463.0624971
Celular pedorro,0.2740369141101837,121,99,404,420,1743650463.0626633
Celular pedorro,0.45674097537994385,224,105,407,404,1743650463.123887
Celular pedorro,0.3416527211666107,225,107,411,407,1743650463.173511
Celular pedorro,0.3317053020000458,108,105,410,428,1743650463.1736848
Celular pedorro,0.46990710496902466,227,105,408,405,1743650463.221322
Celular pedorro,0.46990710496902466,227,105,408,405,1743650463.2699678
Celular pedorro,0.3576255440711975,223,94,400,390,1743650463.460025
Celular pedorro,0.3576255440711975,223,94,400,390,1743650463.5095434
Celular pedorro,0.3379921615123749,225,93,400,389,1743650463.653385
Celular pedorro,0.25816696882247925,220,91,393,377,1743650464.1810863
Celular pedorro,0.4017413556575775,221,92,391,377,1743650464.3243845
Celular pedorro,0.36227431893348694,221,95,394,378,1743650464.3735452
Celular pedorro,0.36227431893348694,221,95,394,378,1743650464.421571
reloj,0.2501325011253357,545,0,635,15,1743650464.4681058
Celular pedorro,0.3106991648674011,222,96,392,378,1743650464.5181687
Celular pedorro,0.3106991648674011,222,96,392,378,1743650464.5643365
Celular pedorro,0.2658224403858185,221,92,391,376,1743650464.6128957
Celular pedorro,0.30424901843070984,222,93,391,376,1743650464.900903
Celular pedorro,0.363218754529953,220,95,394,379,1743650464.9970138
Celular pedorro,0.25222375988960266,221,99,391,377,1743650465.0438225
Celular pedorro,0.35923895239830017,221,99,392,378,1743650465.0912483
reloj,0.25275641679763794,542,0,635,16,1743650465.0914242
Celular pedorro,0.35923895239830017,221,99,392,378,1743650465.1406116
reloj,0.25275641679763794,542,0,635,16,1743650465.1407902
Celular pedorro,0.6955570578575134,210,94,383,375,1743650465.2366073
Celular pedorro,0.6263452172279358,209,93,380,376,1743650465.2843335
Celular pedorro,0.5340555906295776,208,94,377,377,1743650465.3318963
Celular pedorro,0.4571138024330139,208,95,378,378,1743650465.3786464
Celular pedorro,0.4571138024330139,208,95,378,378,1743650465.4267838
Celular pedorro,0.27670782804489136,210,99,379,377,1743650465.475659
Celular pedorro,0.3811708688735962,209,98,378,378,1743650465.5221143
Celular pedorro,0.37882518768310547,209,98,379,377,1743650465.5706644
Celular pedorro,0.5259423851966858,209,97,381,378,1743650465.618472
Celular pedorro,0.5132697224617004,209,95,378,377,1743650465.6785727
Celular pedorro,0.5132697224617004,209,95,378,377,1743650465.728854
Celular pedorro,0.29381707310676575,210,94,380,376,1743650465.7785985
Celular pedorro,0.5492474436759949,209,97,380,378,1743650465.8256693
Celular pedorro,0.2631455957889557,211,95,380,374,1743650465.8731391
Celular pedorro,0.46353021264076233,211,93,383,376,1743650465.9223588
Celular pedorro,0.3941632807254791,209,98,382,379,1743650465.98456
Celular pedorro,0.3941632807254791,209,98,382,379,1743650466.0358286
Celular pedorro,0.40449634194374084,211,97,383,377,1743650466.0848901
Celular pedorro,0.42064276337623596,212,94,381,375,1743650466.130693
Celular pedorro,0.32302361726760864,215,91,385,376,1743650466.225929
Celular pedorro,0.36887672543525696,220,90,390,374,1743650466.527956
Celular pedorro,0.36887672543525696,220,90,390,374,1743650466.5771947
Celular pedorro,0.2627066969871521,212,89,392,375,1743650466.7225094
Celular pedorro,0.4155917763710022,227,95,397,378,1743650467.696185
Celular pedorro,0.4155917763710022,227,95,397,378,1743650467.7425134
Celular pedorro,0.37171053886413574,227,101,395,379,1743650467.8396735
Celular pedorro,0.27272993326187134,228,104,396,381,1743650467.887667
Celular pedorro,0.27272993326187134,228,104,396,381,1743650467.9363685
Celular pedorro,0.33920201659202576,228,94,400,376,1743650468.0329967
Celular pedorro,0.7588973641395569,235,89,408,374,1743650468.0798986
Celular pedorro,0.4145222008228302,240,89,416,375,1743650468.126635
Gato,0.3237829804420471,330,2,639,478,1743650468.126806
Celular pedorro,0.4145222008228302,240,89,416,375,1743650468.1752498
Gato,0.3237829804420471,330,2,639,478,1743650468.175418
Celular pedorro,0.2577451467514038,247,96,419,375,1743650468.222727
Celular pedorro,0.36231154203414917,250,99,424,377,1743650468.2720387
Celular pedorro,0.36231154203414917,250,99,424,377,1743650468.3206341
Celular pedorro,0.28387144207954407,251,97,425,377,1743650468.3673954
Celular pedorro,0.3054790794849396,251,99,424,377,1743650468.4139848
Celular pedorro,0.4272598624229431,247,90,421,378,1743650468.4609568
Celular pedorro,0.29171207547187805,246,94,419,377,1743650468.5076284
Celular pedorro,0.30586445331573486,245,93,420,376,1743650468.5585375
Celular pedorro,0.4501931667327881,247,85,424,377,1743650468.605691
Celular pedorro,0.4501931667327881,247,85,424,377,1743650468.6530125
Celular pedorro,0.47712719440460205,242,102,415,391,1743650468.796902
Humano,0.2900680899620056,15,0,638,471,1743650468.797088
Celular pedorro,0.35729825496673584,238,117,409,394,1743650468.8443274
Celular pedorro,0.35729825496673584,238,117,409,394,1743650468.8930507
Humano,0.3697030544281006,29,0,632,464,1743650468.9404814
Humano,0.3843563497066498,1,0,622,476,1743650468.988794
Platillo volador no identificado,0.27399060130119324,472,0,628,64,1743650468.9889317
Humano,0.3843563497066498,1,0,622,476,1743650469.036485
Platillo volador no identificado,0.27399060130119324,472,0,628,64,1743650469.0366206
Gato,0.28918740153312683,23,5,632,478,1743650469.196579
Gato,0.28918740153312683,23,5,632,478,1743650469.2435076
Pelota,0.340238481760025,394,0,527,130,1743650469.2917922
Control remoto,0.7318981885910034,131,228,307,479,1743650469.340611
Celular pedorro,0.518810510635376,129,228,309,479,1743650469.3408184
Celular pedorro,0.3581852912902832,11,235,325,479,1743650469.435327
Control remoto,0.3196254074573517,136,235,322,479,1743650469.435501
Celular pedorro,0.2865346670150757,145,235,324,479,1743650469.4356415
Celular pedorro,0.3581852912902832,11,235,325,479,1743650469.4828851
Control remoto,0.3196254074573517,136,235,322,479,1743650469.483061
Celular pedorro,0.2865346670150757,145,235,324,479,1743650469.4832025
Gato,0.27692902088165283,269,210,639,479,1743650469.580727
Pelota,0.25158122181892395,372,66,495,194,1743650469.5808842
Gato,0.27692902088165283,269,210,639,479,1743650469.628476
Pelota,0.25158122181892395,372,66,495,194,1743650469.6285913
Pelota,0.517754852771759,314,93,444,214,1743650469.6764698
Gato,0.4895119071006775,0,30,636,479,1743650469.6765788
Pelota,0.3978028893470764,288,77,418,194,1743650469.7243571
Pelota,0.6146604418754578,283,80,411,193,1743650469.7723625
Gato,0.42822831869125366,468,0,639,324,1743650469.772497
Gato,0.3753737509250641,1,100,630,477,1743650469.7725952
Pelota,0.6146604418754578,283,80,411,193,1743650469.8210983
Gato,0.42822831869125366,468,0,639,324,1743650469.8212328
Gato,0.3753737509250641,1,100,630,477,1743650469.8213317
Gato,0.464030921459198,2,0,639,476,1743650469.8676949
Pelota,0.37352609634399414,302,69,448,185,1743650469.867826
Gato,0.464030921459198,2,0,639,476,1743650469.9160862
Pelota,0.37352609634399414,302,69,448,185,1743650469.9162157
Gato,0.2500200569629669,1,80,634,479,1743650469.9661472
Gato,0.26425135135650635,3,75,635,479,1743650470.1089244
reloj,0.36027243733406067,290,47,423,164,1743650470.3017454
car,0.30843737721443176,5,0,639,475,1743650470.447336
donut,0.4761955142021179,269,27,397,146,1743650470.8706195
Control remoto,0.26573842763900757,59,53,207,163,1743650470.9191334
Pelota,0.7043797373771667,245,37,377,152,1743650471.221592
Gato,0.32148778438568115,346,0,639,307,1743650471.2217243
Pelota,0.7043797373771667,245,37,377,152,1743650471.2699862
Gato,0.32148778438568115,346,0,639,307,1743650471.2701173
Pelota,0.25875553488731384,180,0,326,122,1743650471.367381
Gato,0.25359851121902466,444,0,639,258,1743650471.3674948
Pelota,0.33833637833595276,152,0,302,102,1743650471.422084
Gato,0.5067064762115479,465,0,639,190,1743650471.4767728
Gato,0.46382012963294983,497,0,639,198,1743650471.5251899
laptop,0.4032553434371948,0,1,638,480,1743650471.733855
laptop,0.4032553434371948,0,1,638,480,1743650471.7821257
laptop,0.6069689989089966,1,2,638,477,1743650471.8761737
laptop,0.5763370394706726,1,2,639,475,1743650471.9256458
Gato,0.5170924663543701,488,0,639,117,1743650471.9257488
laptop,0.6066553592681885,0,0,638,462,1743650471.9723754
laptop,0.6066553592681885,0,0,638,462,1743650472.0199814
laptop,0.3054449260234833,3,1,638,480,1743650472.1349704
Gato,0.2973730266094208,1,0,266,120,1743650472.276217
Platillo volador no identificado,0.38884854316711426,407,365,455,377,1743650472.8042686
Platillo volador no identificado,0.2591624855995178,436,425,480,438,1743650472.8044567
laptop,0.32858842611312866,2,1,638,477,1743650473.1874053
Gato,0.33576738834381104,0,0,635,477,1743650473.2356539
laptop,0.28142592310905457,1,1,639,475,1743650473.2357857
Platillo volador no identificado,0.368684858083725,123,0,273,134,1743650473.3802683
Pelota,0.28349846601486206,121,0,273,134,1743650473.3804224
laptop,0.3485856354236603,2,0,638,476,1743650473.66612
laptop,0.3485856354236603,2,0,638,476,1743650473.7153685
laptop,0.25673699378967285,1,0,638,477,1743650473.7625344
laptop,0.2904776632785797,5,1,639,477,1743650473.8097847
laptop,0.2904776632785797,5,1,639,477,1743650473.8594148
reloj,0.28891298174858093,17,0,425,238,1743650474.100102
reloj,0.35347774624824524,16,0,385,243,1743650474.1961436
Pelota,0.2510930597782135,125,84,277,222,1743650474.241786
Pelota,0.2510930597782135,125,84,277,222,1743650474.2911549
car,0.4060807526111603,3,0,639,475,1743650474.3385348
car,0.3426540195941925,3,0,638,476,1743650474.387163
car,0.3426540195941925,3,0,638,476,1743650474.4358318
Pelota,0.4469064176082611,112,72,271,218,1743650474.4834523
laptop,0.29714396595954895,0,0,639,478,1743650474.5310116
laptop,0.39004024863243103,1,0,640,474,1743650474.8183966
Gato,0.33239588141441345,0,0,448,290,1743650474.8672676
laptop,0.28927674889564514,9,1,639,316,1743650474.8673615
laptop,0.297884464263916,7,0,639,319,1743650474.9151998
Gato,0.5705334544181824,1,0,380,306,1743650474.96456
Pelota,0.48860299587249756,109,121,261,260,1743650474.9646556
laptop,0.3566281795501709,13,0,640,311,1743650474.964746
laptop,0.26332783699035645,10,0,638,476,1743650474.964821
Gato,0.5705334544181824,1,0,380,306,1743650475.012072
Pelota,0.48860299587249756,109,121,261,260,1743650475.0122156
laptop,0.3566281795501709,13,0,640,311,1743650475.012313
laptop,0.26332783699035645,10,0,638,476,1743650475.0123885
Gato,0.46463289856910706,1,0,406,333,1743650475.0590758
Pelota,0.3094722032546997,128,129,281,270,1743650475.0591738
laptop,0.3204635679721832,25,1,639,332,1743650475.1062198
Pelota,0.7389990091323853,152,122,291,258,1743650475.172927
laptop,0.3742971420288086,26,0,639,284,1743650475.2196126
tennis racket,0.3276823163032532,586,0,639,82,1743650475.2197087
Gato,0.42063838243484497,25,0,396,271,1743650475.3164015
Gato,0.4157269299030304,11,0,502,283,1743650475.3619623
Gato,0.4157269299030304,11,0,502,283,1743650475.4093118
Gato,0.4926159381866455,3,0,420,292,1743650475.6025815
Gato,0.4926159381866455,3,0,420,292,1743650475.652549
reloj,0.3182050585746765,14,0,547,278,1743650475.7465675
laptop,0.30893439054489136,0,0,640,477,1743650475.7923758
reloj,0.2833675742149353,27,0,480,281,1743650475.8893487
car,0.404999315738678,0,0,640,471,1743650475.9381773
car,0.404999315738678,0,0,640,471,1743650475.9881968
tennis racket,0.32091981172561646,355,0,549,90,1743650476.0952628
motorcycle,0.30366480350494385,38,0,628,284,1743650476.2856054
motorcycle,0.30366480350494385,38,0,628,284,1743650476.3357172
car,0.3460939824581146,2,0,640,402,1743650476.3828242
reloj,0.26649215817451477,12,0,629,283,1743650476.4770603
reloj,0.26649215817451477,12,0,629,283,1743650476.525169
Pantalla,0.4268844425678253,8,1,638,347,1743650476.571434
tennis racket,0.3979962468147278,373,0,605,106,1743650476.5715625
Pantalla,0.2646213471889496,5,1,637,346,1743650476.6209958
car,0.2869642376899719,1,0,639,478,1743650476.8120434
reloj,0.3797529637813568,39,0,592,290,1743650476.8610795
reloj,0.27954933047294617,173,104,355,282,1743650476.8612037
tennis racket,0.2595262825489044,378,0,566,84,1743650477.1020467
car,0.39347147941589355,1,0,639,473,1743650477.199522
tennis racket,0.35252970457077026,373,0,566,88,1743650477.199649
reloj,0.30878856778144836,54,0,470,269,1743650477.2449336
reloj,0.30878856778144836,54,0,470,269,1743650477.2940426
reloj,0.31889021396636963,23,0,558,255,1743650477.3871577
reloj,0.27926942706108093,28,0,583,254,1743650477.4364028
car,0.2551623582839966,3,0,639,473,1743650477.4365306
car,0.524135947227478,0,0,639,473,1743650477.4830527
car,0.524135947227478,0,0,639,473,1743650477.5317755
Pantalla,0.268271803855896,9,0,637,298,1743650477.5772429
reloj,0.3594401478767395,98,0,566,244,1743650477.625782
car,0.3864832818508148,0,0,639,475,1743650477.6720564
car,0.3042590320110321,1,0,639,475,1743650477.7220209
car,0.2675305902957916,0,0,639,475,1743650477.7691677
car,0.3413374423980713,0,1,639,477,1743650478.2818813
car,0.3267391324043274,0,1,640,476,1743650478.3293571
reloj,0.2521834671497345,52,0,439,218,1743650478.4724734
reloj,0.2521834671497345,52,0,439,218,1743650478.5198514
car,0.2979115843772888,0,2,640,474,1743650478.6613045
car,0.35491278767585754,0,1,640,476,1743650478.7092917
reloj,0.33533158898353577,71,0,481,221,1743650478.8052075
reloj,0.33533158898353577,71,0,481,221,1743650478.8515863
reloj,0.3101046085357666,158,38,340,213,1743650478.9502096
car,0.28926560282707214,2,1,639,474,1743650478.9503407
reloj,0.35010507702827454,76,0,497,220,1743650479.0445724
reloj,0.35010507702827454,76,0,497,220,1743650479.0944865
reloj,0.26353320479393005,67,0,483,218,1743650479.188204
reloj,0.26036638021469116,66,0,507,221,1743650479.2841444
Pantalla,0.3568543791770935,11,0,637,276,1743650479.5240629
Pantalla,0.3568543791770935,11,0,637,276,1743650479.5726733
car,0.27912700176239014,2,2,639,475,1743650479.6192415
car,0.3212311863899231,0,1,640,475,1743650479.6699579
car,0.3212311863899231,0,1,640,475,1743650479.7178702
car,0.28357014060020447,0,0,640,475,1743650479.9564624
car,0.2902166247367859,0,0,640,475,1743650480.0513573
car,0.510391891002655,0,2,640,474,1743650480.1470122
car,0.510391891002655,0,2,640,474,1743650480.1958914
car,0.3897293508052826,0,1,640,475,1743650480.4820588
car,0.31982389092445374,0,1,640,475,1743650480.6247258
car,0.35919153690338135,1,2,640,475,1743650480.7691917
motorcycle,0.260937362909317,80,0,438,225,1743650480.7692904
car,0.2533855736255646,0,3,640,476,1743650480.9746022
car,0.2533855736255646,0,3,640,476,1743650481.0228696
car,0.36242350935935974,0,1,640,478,1743650481.0711205
reloj,0.3866863548755646,98,0,437,203,1743650481.5676458
Pantalla,0.33715203404426575,16,0,638,262,1743650481.6625779
Pelota,0.4779573380947113,193,58,344,225,1743650481.7101562
Pelota,0.4779573380947113,193,58,344,225,1743650481.7570524
Pelota,0.34625244140625,193,59,337,200,1743650481.9494495
laptop,0.2947743535041809,0,2,639,476,1743650481.9495869
Pelota,0.5611642599105835,188,35,332,185,1743650481.9997802
Pelota,0.295798122882843,189,16,332,161,1743650482.0475178
Pelota,0.295798122882843,189,16,332,161,1743650482.0923195
Pelota,0.49022164940834045,197,0,343,141,1743650482.1430023
laptop,0.28750959038734436,8,0,637,480,1743650482.1904173
motorcycle,0.30228903889656067,17,0,439,158,1743650482.3815756
car,0.27117252349853516,1,0,639,479,1743650483.0035777
car,0.27117252349853516,1,0,639,479,1743650483.052499
laptop,0.2840018570423126,4,1,639,478,1743650483.3021321
laptop,0.2840018570423126,4,1,639,478,1743650483.35168
laptop,0.2523050308227539,3,0,640,477,1743650483.831116
laptop,0.27318698167800903,2,0,640,477,1743650483.8764076
laptop,0.41367560625076294,1,0,640,478,1743650483.9239128
laptop,0.41367560625076294,1,0,640,478,1743650483.9729023
Gato,0.2877170443534851,111,0,402,123,1743650484.0212731
laptop,0.26736947894096375,1,0,638,478,1743650484.0213857
laptop,0.31168216466903687,1,0,638,478,1743650484.0684764
Gato,0.2951541244983673,84,0,371,113,1743650484.0686202
Gato,0.28048083186149597,1,0,638,475,1743650484.1160989
laptop,0.2503242790699005,2,0,638,471,1743650484.7214596
laptop,0.2705325484275818,2,1,638,476,1743650485.216871
laptop,0.2705325484275818,2,1,638,476,1743650485.2632675
car,0.3468930125236511,2,0,639,473,1743650485.357569
laptop,0.44153183698654175,9,0,638,477,1743650485.4548283
laptop,0.4110812544822693,7,0,639,478,1743650485.5013032
laptop,0.4107576608657837,8,0,639,478,1743650485.5507758
Pantalla,0.27174755930900574,19,0,639,149,1743650485.550904
laptop,0.4107576608657837,8,0,639,478,1743650485.599168
Pantalla,0.27174755930900574,19,0,639,149,1743650485.5992982
laptop,0.2894865870475769,1,1,639,477,1743650485.6960106
laptop,0.26232436299324036,2,1,638,476,1743650485.7448292
laptop,0.2813366949558258,2,0,639,476,1743650485.8848693
laptop,0.2813366949558258,2,0,639,476,1743650485.935308
laptop,0.4390835464000702,1,0,639,477,1743650485.9832118
Pelota,0.30201631784439087,204,0,348,131,1743650485.9833403
Ratón,0.2755947709083557,189,0,337,120,1743650486.0296915
laptop,0.3157159090042114,1,0,638,476,1743650486.0765986
Gato,0.2626320421695709,161,0,432,127,1743650486.0767395
laptop,0.26246145367622375,1,1,638,476,1743650486.124571
laptop,0.26246145367622375,1,1,638,476,1743650486.171482
Gato,0.29458704590797424,129,0,424,111,1743650486.267789
Gato,0.29458704590797424,129,0,424,111,1743650486.3176188
laptop,0.2621236741542816,1,0,638,477,1743650486.3642728
laptop,0.26686763763427734,1,1,639,476,1743650486.4133973
laptop,0.4153403639793396,1,1,639,476,1743650486.4590461
laptop,0.4153403639793396,1,1,639,476,1743650486.508257
laptop,0.33799996972084045,1,1,639,475,1743650486.5553052
car,0.348051518201828,1,0,639,473,1743650486.796076
laptop,0.28483492136001587,1,2,638,476,1743650487.2266605
laptop,0.28483492136001587,1,2,638,476,1743650487.273611
laptop,0.26142317056655884,0,0,638,475,1743650487.3210704
laptop,0.3102995753288269,1,0,638,475,1743650487.4167285
laptop,0.3102995753288269,1,0,638,475,1743650487.4656622
laptop,0.3171384930610657,1,0,638,475,1743650487.5143695
laptop,0.3154884874820709,1,1,639,475,1743650487.5814152
laptop,0.46163663268089294,1,0,639,476,1743650487.64022
laptop,0.46163663268089294,1,0,639,476,1743650487.6904323
laptop,0.2760365307331085,1,1,638,477,1743650487.9261322
laptop,0.429251104593277,1,0,638,475,1743650488.0216205
laptop,0.429251104593277,1,0,638,475,1743650488.067171
laptop,0.27075687050819397,1,1,639,477,1743650488.3547244
laptop,0.29916027188301086,1,1,638,476,1743650488.4981174
laptop,0.2619873285293579,3,1,638,475,1743650488.5455406
Gato,0.332701176404953,0,3,640,476,1743650489.2657547
Gato,0.4503394365310669,1,0,638,476,1743650489.3130789
Gato,0.4503394365310669,1,0,638,476,1743650489.3628721
Gato,0.48003947734832764,0,6,639,476,1743650489.4089758
Gato,0.48003947734832764,0,6,639,476,1743650489.4574971
Gato,0.43847471475601196,1,0,638,475,1743650489.5060017
Gato,0.4759364724159241,0,1,633,475,1743650489.55472
Gato,0.6006807684898376,0,2,639,469,1743650489.6020696
Gato,0.6389878392219543,1,4,624,478,1743650489.6497972
Gato,0.7589256167411804,8,17,636,479,1743650489.6982884
Gato,0.8706981539726257,26,13,617,477,1743650489.7460766
bottle,0.2689899504184723,277,246,504,479,1743650489.746222
Gato,0.8706981539726257,26,13,617,477,1743650489.7929761
bottle,0.2689899504184723,277,246,504,479,1743650489.793126
Gato,0.5999718904495239,0,8,510,477,1743650489.8395205
Gato,0.8353884220123291,2,0,633,478,1743650490.033222
Humano,0.26257482171058655,421,383,467,442,1743650490.0803666
Gato,0.5899341702461243,5,56,635,478,1743650490.1758242
Gato,0.39958512783050537,0,5,456,478,1743650490.1760013
Pantalla,0.4916820526123047,354,416,415,479,1743650490.224898
Pantalla,0.317407488822937,352,358,417,428,1743650490.4150696
skateboard,0.28443241119384766,170,0,263,54,1743650490.4636035
Pantalla,0.2689497768878937,353,352,425,419,1743650490.4637275
Pantalla,0.38549432158470154,373,345,449,412,1743650490.5683227
skateboard,0.37748250365257263,197,0,287,47,1743650490.5684595
Humano,0.3323490619659424,158,0,249,45,1743650490.5685632
Humano,0.3014662265777588,448,278,486,336,1743650490.5686483
Pantalla,0.38549432158470154,373,345,449,412,1743650490.6217535
skateboard,0.37748250365257263,197,0,287,47,1743650490.6218898
Humano,0.3323490619659424,158,0,249,45,1743650490.6219912
Humano,0.3014662265777588,448,278,486,336,1743650490.6220763
Pantalla,0.3893749415874481,381,341,448,408,1743650490.6829185
Pantalla,0.4535646438598633,373,341,445,410,1743650490.7332933
skateboard,0.2984972298145294,193,0,283,44,1743650490.733426
Pantalla,0.464767187833786,365,343,437,414,1743650490.779986
Humano,0.39333221316337585,369,272,430,327,1743650490.7801208
Pantalla,0.3198646903038025,325,383,411,475,1743650491.018662
Gato,0.2634912133216858,0,0,542,476,1743650491.0187993
Gato,0.7212181687355042,2,0,618,477,1743650491.0684197
Pantalla,0.38174325227737427,316,405,407,479,1743650491.26042
Humano,0.46067124605178833,92,0,195,56,1743650491.3061514
skateboard,0.3798816204071045,128,0,269,64,1743650491.3062596
Humano,0.46067124605178833,92,0,195,56,1743650491.3544648
skateboard,0.3798816204071045,128,0,269,64,1743650491.3545747
Pantalla,0.2614925503730774,319,402,403,479,1743650491.4022343
Celular pedorro,0.26801010966300964,307,400,400,479,1743650491.45101
Pantalla,0.38783812522888184,304,390,385,470,1743650491.5473745
Humano,0.29505908489227295,385,308,428,374,1743650491.547511
Humano,0.5974619388580322,576,0,639,72,1743650491.5947497
Gato,0.4279376268386841,7,0,637,466,1743650491.737066
Pantalla,0.42237070202827454,296,413,372,479,1743650491.7371955
Gato,0.35315749049186707,1,0,452,467,1743650491.737306
Gato,0.5376970171928406,0,2,394,462,1743650491.7853446
Celular pedorro,0.37701255083084106,305,217,472,301,1743650491.7854755
Celular pedorro,0.251496285200119,44,196,477,478,1743650491.7856238
Gato,0.2620312571525574,1,1,467,475,1743650491.8332293
Gato,0.2620312571525574,1,1,467,475,1743650491.8821213
laptop,0.25687649846076965,22,26,639,478,1743650491.9294858
Gato,0.3624069094657898,0,10,435,479,1743650492.0262072
Gato,0.2583450973033905,4,47,636,478,1743650492.0263507
Gato,0.3624069094657898,0,10,435,479,1743650492.0746338
Gato,0.2583450973033905,4,47,636,478,1743650492.0747833
Pantalla,0.3574073016643524,300,291,369,348,1743650492.1698828
Pantalla,0.2840733528137207,296,286,368,345,1743650492.2167902
Pantalla,0.2840733528137207,296,286,368,345,1743650492.2654107
Pantalla,0.5008920431137085,298,289,368,347,1743650492.3133934
Pantalla,0.37998753786087036,297,295,368,356,1743650492.3627868
Pantalla,0.37998753786087036,297,295,368,356,1743650492.4100668
Pantalla,0.4755760133266449,286,300,360,367,1743650492.4583302
Gato,0.3300757110118866,0,0,436,478,1743650492.5070338
Gato,0.4965151250362396,2,0,639,478,1743650492.5544884
Pantalla,0.2946528494358063,259,211,326,281,1743650492.601364
Pantalla,0.2946528494358063,259,211,326,281,1743650492.6487627
Pantalla,0.3109498918056488,254,179,320,234,1743650492.7469823
Pantalla,0.2976234257221222,255,154,321,205,1743650492.8401165
Gato,0.3825511932373047,0,3,531,479,1743650493.3655322
Gato,0.36897382140159607,1,22,610,479,1743650493.461618
Gato,0.25294598937034607,1,6,605,478,1743650493.510455
Gato,0.25294598937034607,1,6,605,478,1743650493.55778
Gato,0.44952645897865295,7,4,638,478,1743650493.605917
laptop,0.3091105818748474,19,0,638,476,1743650494.0041418
car,0.3610745668411255,0,0,608,480,1743650494.0987873
car,0.3610745668411255,0,0,608,480,1743650494.1488192
Gato,0.5851762294769287,2,5,634,480,1743650494.1980698
Gato,0.43640294671058655,0,0,540,477,1743650494.244971
Gato,0.43640294671058655,0,0,540,477,1743650494.2916656
Gato,0.43640294671058655,0,0,540,477,1743650494.3393564
Gato,0.5428287982940674,0,1,631,480,1743650494.388177
Pantalla,0.3172335624694824,297,207,359,269,1743650494.4812968
Pantalla,0.3172335624694824,297,207,359,269,1743650494.5308213
Pantalla,0.4916045367717743,290,225,358,285,1743650494.6285925
Pantalla,0.30309200286865234,309,210,383,273,1743650494.7682304
Pantalla,0.3510007858276367,321,217,386,276,1743650494.823177
Pantalla,0.3510007858276367,321,217,386,276,1743650494.882964
Pantalla,0.3510007858276367,321,217,386,276,1743650494.930241
Pantalla,0.3147219717502594,321,232,395,291,1743650495.0247657
Pantalla,0.296535849571228,314,233,386,292,1743650495.1674585
Pantalla,0.2887902855873108,297,232,387,304,1743650495.167613
Pantalla,0.4417637586593628,301,234,382,305,1743650495.2159004
Humano,0.2764780819416046,307,171,366,219,1743650495.2160277
Pantalla,0.4055071473121643,305,235,374,297,1743650495.2660518
Platillo volador no identificado,0.2701060175895691,603,347,639,379,1743650495.2661793
Pantalla,0.5123614072799683,294,236,368,302,1743650495.312796
tennis racket,0.27220529317855835,596,349,639,386,1743650495.3129313
Pantalla,0.2603605091571808,280,235,369,304,1743650495.361016
Pantalla,0.4016211926937103,284,238,368,305,1743650495.4158194
Pantalla,0.4016211926937103,284,238,368,305,1743650495.4709926
Pantalla,0.33158329129219055,288,244,353,306,1743650495.56561
Pantalla,0.6415066719055176,289,253,353,320,1743650495.6143477
Pantalla,0.3746463358402252,285,263,354,331,1743650495.6633449
Pantalla,0.3746463358402252,285,263,354,331,1743650495.712484
Pantalla,0.545760452747345,290,272,354,332,1743650495.7593825
Pantalla,0.34860506653785706,295,286,358,347,1743650495.8558247
Pantalla,0.34860506653785706,295,286,358,347,1743650495.902708
Pantalla,0.26711004972457886,297,308,365,366,1743650495.949891
Pantalla,0.33188965916633606,287,314,367,380,1743650496.1104777
Pantalla,0.33188965916633606,287,314,367,380,1743650496.1587903
baseball bat,0.3350053131580353,585,440,639,479,1743650496.2542853
baseball bat,0.3350053131580353,585,440,639,479,1743650496.3035223
Pantalla,0.2685298025608063,287,284,360,347,1743650496.5905173
Humano,0.2501358389854431,360,220,396,271,1743650496.59066
Celular pedorro,0.3076438903808594,261,113,439,382,1743650496.877398
Pantalla,0.3770119547843933,277,277,360,342,1743650496.9238248
Pantalla,0.41049924492836,289,273,355,331,1743650497.115098
Pantalla,0.2899608016014099,288,234,355,306,1743650497.215813
Pantalla,0.43503591418266296,297,219,360,279,1743650497.3689163
Pantalla,0.28110501170158386,305,226,365,295,1743650497.4165394
