Objeto,Confianza,X1,Y1,X2,Y2,Tiempo
Pantalla,0.28110501170158386,305,226,365,295,1743650497.4668698
Pantalla,0.40519750118255615,306,267,369,329,1743650497.5140152
Pantalla,0.4153604805469513,305,273,368,332,1743650497.5626342
Pantalla,0.3275179862976074,300,268,365,328,1743650497.6094165
Pantalla,0.3275179862976074,300,268,365,328,1743650497.6548004
Pantalla,0.30370426177978516,284,249,352,310,1743650497.895663
Pantalla,0.26447829604148865,284,252,353,312,1743650497.9433575
Celular pedorro,0.3556668162345886,267,80,435,343,1743650498.0869083
Pantalla,0.34098508954048157,287,250,355,309,1743650498.0870852
Celular pedorro,0.38469138741493225,251,76,436,352,1743650498.1346014
Celular pedorro,0.26348942518234253,158,79,437,437,1743650498.1347795
Celular pedorro,0.25858065485954285,301,92,404,155,1743650498.1349363
Celular pedorro,0.4915284812450409,262,78,437,349,1743650498.1816764
Celular pedorro,0.28682973980903625,266,81,435,345,1743650498.2304907
Pantalla,0.3474119007587433,286,250,352,310,1743650498.2793758
Celular pedorro,0.4830106496810913,264,80,437,342,1743650498.3260386
Celular pedorro,0.4830106496810913,264,80,437,342,1743650498.3754084
Pantalla,0.3444308638572693,287,250,353,309,1743650498.42033
Celular pedorro,0.30036309361457825,267,79,435,341,1743650498.4204626
Celular pedorro,0.4954838454723358,265,81,436,354,1743650498.469449
Celular pedorro,0.31301218271255493,265,81,433,345,1743650498.517142
Celular pedorro,0.28997793793678284,271,71,435,348,1743650498.5631583
Celular pedorro,0.2765246033668518,252,64,439,431,1743650498.5633368
Celular pedorro,0.28997793793678284,271,71,435,348,1743650498.6126454
Celular pedorro,0.2765246033668518,252,64,439,431,1743650498.6127884
Celular pedorro,0.6429222226142883,262,82,434,344,1743650498.6609983
Celular pedorro,0.5068625211715698,272,80,435,340,1743650498.7079992
Celular pedorro,0.5068625211715698,272,80,435,340,1743650498.7593956
Pantalla,0.3371954560279846,287,250,356,310,1743650498.804777
Celular pedorro,0.2871771454811096,247,70,438,357,1743650498.8532128
Celular pedorro,0.2991982400417328,155,81,439,449,1743650498.900258
Celular pedorro,0.26853999495506287,258,83,438,354,1743650498.9004421
Celular pedorro,0.2991982400417328,155,81,439,449,1743650498.9486754
Celular pedorro,0.26853999495506287,258,83,438,354,1743650498.9488595
Celular pedorro,0.47215208411216736,265,81,434,350,1743650499.0466902
Celular pedorro,0.47215208411216736,265,81,434,350,1743650499.094531
Celular pedorro,0.29587578773498535,133,52,452,471,1743650499.1411588
Celular pedorro,0.2754754424095154,131,12,604,476,1743650499.1413486
Celular pedorro,0.3221237361431122,181,86,437,366,1743650499.188368
Celular pedorro,0.2633073031902313,142,77,436,417,1743650499.2384927
Celular pedorro,0.28443679213523865,258,89,431,348,1743650499.3314505
Celular pedorro,0.28443679213523865,258,89,431,348,1743650499.3808022
Celular pedorro,0.3073810040950775,139,87,438,442,1743650499.426595
Celular pedorro,0.2512611150741577,102,0,602,478,1743650499.4267745
Celular pedorro,0.5582080483436584,156,92,428,362,1743650499.477045
Humano,0.4069301187992096,0,1,628,479,1743650499.477224
Humano,0.45996716618537903,1,0,626,478,1743650499.5253503
Celular pedorro,0.41394463181495667,132,89,426,436,1743650499.5720227
Celular pedorro,0.2698372006416321,112,3,480,478,1743650499.5721955
Humano,0.25932008028030396,0,1,628,478,1743650499.5723207
Celular pedorro,0.4230559766292572,149,93,426,374,1743650499.6203747
Celular pedorro,0.2903382480144501,131,12,454,478,1743650499.6205535
Celular pedorro,0.4230559766292572,149,93,426,374,1743650499.6668694
Celular pedorro,0.2903382480144501,131,12,454,478,1743650499.6670437
Humano,0.2542083263397217,0,0,628,479,1743650499.7144184
Celular pedorro,0.5596317648887634,139,102,428,447,1743650499.7635798
Humano,0.37215667963027954,1,1,631,479,1743650499.7637708
Celular pedorro,0.3441510796546936,172,92,434,374,1743650499.8112485
Humano,0.308822900056839,1,0,631,478,1743650499.8114243
Celular pedorro,0.2703562080860138,136,78,433,463,1743650499.8115358
Celular pedorro,0.35485824942588806,146,91,444,468,1743650499.8600574
Humano,0.30085307359695435,0,1,631,478,1743650499.8601987
Celular pedorro,0.28163984417915344,108,4,530,477,1743650499.8602839
Celular pedorro,0.35485824942588806,146,91,444,468,1743650499.9054315
Humano,0.30085307359695435,0,1,631,478,1743650499.9055738
Celular pedorro,0.28163984417915344,108,4,530,477,1743650499.9056616
Celular pedorro,0.3085467219352722,248,92,440,364,1743650499.9550502
Celular pedorro,0.27097925543785095,158,88,443,364,1743650499.955225
Humano,0.3709954619407654,0,1,626,477,1743650500.1466165
Celular pedorro,0.3054238259792328,160,89,424,368,1743650500.1467588
Pantalla,0.31088951230049133,271,260,342,321,1743650500.4492788
Humano,0.30675020813941956,335,199,377,252,1743650500.498227
Pantalla,0.27446916699409485,275,256,342,318,1743650500.5460768
Celular pedorro,0.3131747245788574,254,86,419,341,1743650500.594672
Celular pedorro,0.3131747245788574,254,86,419,341,1743650500.6422322
Pantalla,0.3330499827861786,270,250,334,311,1743650500.9769886
Pantalla,0.32350513339042664,269,251,334,308,1743650501.0263164
Pantalla,0.2681984007358551,267,250,335,306,1743650501.0711894
Pantalla,0.2667258679866791,267,250,332,307,1743650501.1183558
Pantalla,0.2621959149837494,269,251,334,305,1743650501.661785
Pantalla,0.35375356674194336,269,251,336,311,1743650501.9007745
Pantalla,0.30635470151901245,268,252,336,310,1743650501.9473355
Pantalla,0.3311957120895386,270,252,334,309,1743650502.0448344
Pantalla,0.3376375734806061,269,243,332,297,1743650502.7796898
Pantalla,0.3376375734806061,269,243,332,297,1743650502.8281996
Pantalla,0.29427194595336914,268,242,333,294,1743650502.8764772
Pantalla,0.2824142575263977,269,242,334,297,1743650502.9250276
Pantalla,0.2824142575263977,269,242,334,297,1743650502.9707136
Pantalla,0.33853888511657715,270,240,335,295,1743650503.0186567
Pantalla,0.252510130405426,268,237,335,298,1743650503.1144958
Pantalla,0.252510130405426,268,237,335,298,1743650503.1760027
Pantalla,0.38808494806289673,270,234,334,287,1743650503.2767649
Pantalla,0.2664567232131958,271,221,337,276,1743650503.94667
Pantalla,0.362118661403656,259,220,336,280,1743650503.9952347
Pantalla,0.44758129119873047,274,223,336,279,1743650504.042397
Pantalla,0.35975441336631775,270,224,337,283,1743650504.091431
Pantalla,0.35975441336631775,270,224,337,283,1743650504.1376646
Pantalla,0.40340760350227356,273,224,336,280,1743650504.186661
Pantalla,0.2699525058269501,269,225,337,280,1743650504.2340145
Pantalla,0.4314654469490051,272,224,335,280,1743650504.2839267
Pantalla,0.40828460454940796,267,222,335,278,1743650504.3310912
Pantalla,0.27393823862075806,250,219,324,282,1743650504.6169448
laptop,0.28701844811439514,233,219,334,309,1743650504.8548503
laptop,0.28701844811439514,233,219,334,309,1743650504.9034595
Pantalla,0.2753371298313141,254,222,322,279,1743650504.9495378
laptop,0.2984461188316345,235,221,336,308,1743650505.0933495
Pantalla,0.25770512223243713,247,219,325,282,1743650505.1430812
Pantalla,0.25770512223243713,247,219,325,282,1743650505.1913197
Celular pedorro,0.25356706976890564,240,55,402,299,1743650505.331709
Pantalla,0.2741762101650238,268,222,333,279,1743650505.9082675
Pantalla,0.3382689654827118,269,222,334,277,1743650505.9578009
Pantalla,0.25652846693992615,268,222,335,279,1743650506.2554903
Pantalla,0.2571175694465637,270,223,334,280,1743650506.4658234
Pantalla,0.34907636046409607,271,222,335,279,1743650506.515347
Pantalla,0.3633232116699219,269,223,335,281,1743650506.563702
Pantalla,0.28384774923324585,267,221,336,282,1743650506.6111467
Pantalla,0.28384774923324585,267,221,336,282,1743650506.6588247
Pantalla,0.27918681502342224,265,220,335,280,1743650506.755283
Pantalla,0.3591228425502777,270,218,335,277,1743650506.802126
Pantalla,0.31408488750457764,274,220,336,277,1743650506.8499959
Pantalla,0.45650821924209595,276,225,338,281,1743650506.8967972
Gato,0.3926539123058319,0,250,313,479,1743650506.9593854
Gato,0.3926539123058319,0,250,313,479,1743650507.0086133
Gato,0.3926539123058319,0,250,313,479,1743650507.056259
Humano,0.28873467445373535,353,172,395,232,1743650507.1539214
Pantalla,0.2631737291812897,292,240,359,298,1743650507.154076
Gato,0.572054922580719,0,0,611,478,1743650507.2005131
Gato,0.4767783582210541,0,0,619,478,1743650507.2474408
Gato,0.5188682079315186,1,0,636,478,1743650507.2941766
Gato,0.6548080444335938,0,0,634,479,1743650507.3439052
Gato,0.6548080444335938,0,0,634,479,1743650507.3928883
Gato,0.5943112969398499,0,4,617,480,1743650507.71316
Gato,0.6210987567901611,0,13,539,480,1743650507.761994
Gato,0.3346220552921295,0,4,561,479,1743650507.9068284
Gato,0.6450225114822388,0,0,637,477,1743650507.951255
Gato,0.38361045718193054,0,1,608,478,1743650508.0946095
Gato,0.36641785502433777,0,1,462,476,1743650508.1602988
Gato,0.36641785502433777,0,1,462,476,1743650508.2066402
Gato,0.36641785502433777,0,1,462,476,1743650508.2521193
car,0.3496739864349365,3,8,635,479,1743650508.3014138
Celular pedorro,0.34037959575653076,237,190,350,249,1743650508.3472009
Celular pedorro,0.2704290449619293,231,189,350,274,1743650508.3473651
Celular pedorro,0.34037959575653076,237,190,350,249,1743650508.3961592
Celular pedorro,0.2704290449619293,231,189,350,274,1743650508.3963194
Gato,0.46710047125816345,0,0,357,456,1743650508.4442883
Gato,0.3194813132286072,0,0,348,465,1743650508.4936762
Gato,0.2956296503543854,2,0,634,460,1743650508.493778
Gato,0.3542441129684448,1,0,624,458,1743650508.6828184
Gato,0.3542441129684448,1,0,624,458,1743650508.7307935
Gato,0.4165550768375397,2,0,508,465,1743650508.7764978
Gato,0.4165550768375397,2,0,508,465,1743650508.8266656
Gato,0.5530786514282227,1,13,603,479,1743650508.8747387
Gato,0.6180593371391296,2,1,632,479,1743650508.9238708
Gato,0.4327762722969055,2,176,632,479,1743650508.9688044
Gato,0.4303114414215088,0,22,630,478,1743650508.968953
Gato,0.3877730071544647,0,45,617,478,1743650509.0653825
Pantalla,0.2856711447238922,345,110,418,173,1743650509.0655384
Gato,0.49112173914909363,0,107,625,479,1743650509.124228
Gato,0.49112173914909363,0,107,625,479,1743650509.178912
Gato,0.49112173914909363,0,107,625,479,1743650509.2272537
Gato,0.6096271872520447,1,82,635,479,1743650509.2924845
Gato,0.49684688448905945,1,179,635,479,1743650509.3385293
Gato,0.4455968141555786,2,47,630,479,1743650509.3386836
laptop,0.3647066652774811,7,0,639,477,1743650509.3388517
Pantalla,0.34345579147338867,383,99,458,158,1743650509.338968
Gato,0.4526512920856476,3,12,633,478,1743650509.3888488
Pantalla,0.3673345744609833,384,83,464,155,1743650509.3889954
Gato,0.4526512920856476,3,12,633,478,1743650509.4358563
Pantalla,0.3673345744609833,384,83,464,155,1743650509.436001
Gato,0.45809635519981384,26,0,556,476,1743650509.482561
Gato,0.45809635519981384,26,0,556,476,1743650509.5294213
Gato,0.7788581848144531,2,0,636,479,1743650509.5784726
Gato,0.4370053708553314,1,0,639,478,1743650509.6279583
Gato,0.3526800870895386,1,0,386,479,1743650509.6280847
Perro,0.3319370746612549,2,0,637,479,1743650509.6745195
Gato,0.30993279814720154,4,3,638,479,1743650509.6746516
Gato,0.28189903497695923,247,170,639,479,1743650509.6747582
Gato,0.4257277548313141,210,177,639,479,1743650509.723178
Gato,0.3231916129589081,0,0,311,479,1743650509.723318
Gato,0.28834155201911926,3,0,639,479,1743650509.723424
Gato,0.4257277548313141,210,177,639,479,1743650509.77146
Gato,0.3231916129589081,0,0,311,479,1743650509.7716064
Gato,0.28834155201911926,3,0,639,479,1743650509.7717152
Gato,0.5484342575073242,194,153,639,479,1743650509.816318
Gato,0.36771905422210693,0,0,297,479,1743650509.8164644
Gato,0.5453137159347534,0,0,286,477,1743650509.8653572
Gato,0.4352347254753113,5,0,639,479,1743650509.8654895
Gato,0.5453137159347534,0,0,286,477,1743650509.9114144
Gato,0.4352347254753113,5,0,639,479,1743650509.9115443
Pantalla,0.60723477602005,240,0,312,51,1743650509.9620135
Perro,0.3710387945175171,0,1,636,480,1743650509.9621239
Pantalla,0.3684731423854828,240,0,308,63,1743650510.0110404
Gato,0.33542317152023315,0,0,632,479,1743650510.0111294
Pantalla,0.3684731423854828,240,0,308,63,1743650510.055716
Gato,0.33542317152023315,0,0,632,479,1743650510.0558257
Gato,0.4101807475090027,1,0,623,479,1743650510.1041744
Pantalla,0.31101149320602417,244,4,311,90,1743650510.1043136
Gato,0.4101807475090027,1,0,623,479,1743650510.152219
Pantalla,0.31101149320602417,244,4,311,90,1743650510.152349
Gato,0.590222179889679,0,0,628,479,1743650510.1987877
Gato,0.5704843401908875,0,0,636,478,1743650510.2451472
Pantalla,0.27237820625305176,255,63,320,141,1743650510.245277
Gato,0.4035554528236389,1,0,614,478,1743650510.2950273
Gato,0.46084168553352356,1,0,636,480,1743650510.3420434
Gato,0.5850350260734558,2,0,637,479,1743650510.3919342
Gato,0.34727028012275696,0,0,628,480,1743650510.4401426
Gato,0.34727028012275696,0,0,628,480,1743650510.4858625
Gato,0.7577973008155823,1,0,632,478,1743650510.5337353
Gato,0.6665102243423462,5,0,628,479,1743650510.5831761
Gato,0.25301215052604675,0,0,419,479,1743650510.5833094
Pantalla,0.5775035619735718,332,220,398,288,1743650510.6306658
Pantalla,0.4970243573188782,334,220,400,284,1743650510.6783419
Pantalla,0.4970243573188782,334,220,400,284,1743650510.7264278
Pantalla,0.5311040282249451,334,219,401,285,1743650510.775454
Pantalla,0.4769235849380493,332,218,402,288,1743650510.8212764
Pantalla,0.7163748145103455,334,222,400,302,1743650510.8695314
Pantalla,0.5966335535049438,331,245,400,321,1743650510.9177387
Pantalla,0.5135470628738403,335,258,399,335,1743650510.9650204
Gato,0.6799534559249878,0,2,388,478,1743650511.0125914
Gato,0.6799534559249878,0,2,388,478,1743650511.0606773
Pantalla,0.4078468084335327,338,293,403,378,1743650511.110007
Pantalla,0.4984727203845978,338,312,406,383,1743650511.1587226
Humano,0.3090609014034271,399,224,441,301,1743650511.1588304
Pantalla,0.49935948848724365,342,319,406,395,1743650511.206862
Pantalla,0.3838536739349365,332,330,406,401,1743650511.253151
Celular pedorro,0.30079910159111023,315,120,491,440,1743650511.2533007
Pantalla,0.37628158926963806,316,331,399,398,1743650511.3048215
Humano,0.26596760749816895,329,268,388,315,1743650511.3049397
Pantalla,0.37628158926963806,316,331,399,398,1743650511.3635733
Humano,0.26596760749816895,329,268,388,315,1743650511.3637118
Pantalla,0.2811781167984009,311,328,391,399,1743650511.4129112
Pantalla,0.3373083472251892,316,328,386,397,1743650511.462524
Pantalla,0.44555768370628357,295,322,381,393,1743650511.5083387
Humano,0.35757702589035034,376,234,417,285,1743650511.5084739
Pantalla,0.2806570529937744,303,320,375,391,1743650511.557248
Pantalla,0.40869998931884766,302,321,370,389,1743650511.6058908
Celular pedorro,0.251850426197052,266,97,453,438,1743650511.6059947
Pantalla,0.40869998931884766,302,321,370,389,1743650511.651317
Celular pedorro,0.251850426197052,266,97,453,438,1743650511.6514463
Pantalla,0.5505636930465698,293,321,369,400,1743650511.7000694
Humano,0.3009149432182312,361,231,404,303,1743650511.7002068
Pantalla,0.48093998432159424,279,322,368,396,1743650511.7457187
Pantalla,0.530569314956665,276,322,364,397,1743650511.7967865
Pantalla,0.530569314956665,276,322,364,397,1743650511.8445532
Pantalla,0.5908498764038086,286,324,364,396,1743650511.8917487
Humano,0.2872081398963928,354,232,399,306,1743650511.8918877
Pantalla,0.4186355471611023,285,332,366,402,1743650511.9390798
Pantalla,0.298861563205719,297,335,369,410,1743650511.9879363
Humano,0.3000526428222656,362,246,407,318,1743650512.0360596
Humano,0.3000526428222656,362,246,407,318,1743650512.0839074
Pantalla,0.3485275208950043,298,340,375,411,1743650512.1310573
Pantalla,0.3182365596294403,297,342,377,414,1743650512.1794977
Pantalla,0.37832480669021606,302,340,382,411,1743650512.2275798
Pantalla,0.486936092376709,294,338,381,410,1743650512.2763402
Humano,0.3419967293739319,371,252,415,324,1743650512.2764778
Pantalla,0.38980531692504883,295,336,379,405,1743650512.323137
Celular pedorro,0.2862129807472229,174,125,459,460,1743650512.3232756
Humano,0.2723683714866638,371,244,414,318,1743650512.323453
Pantalla,0.5189951062202454,308,322,375,409,1743650512.370016
Pantalla,0.5189951062202454,308,322,375,409,1743650512.4159756
Pantalla,0.40167585015296936,302,297,367,374,1743650512.4658644
Humano,0.3551267385482788,361,209,403,284,1743650512.465997
laptop,0.3202824890613556,295,293,390,402,1743650512.4661107
Humano,0.28942087292671204,301,222,355,282,1743650512.4662187
Pantalla,0.47961318492889404,296,283,365,364,1743650512.5307696
Humano,0.3497144877910614,359,197,402,285,1743650512.5309079
Pantalla,0.6007754802703857,294,270,360,339,1743650512.5780833
Humano,0.4391660988330841,354,182,398,275,1743650512.578219
Pantalla,0.5595043301582336,286,266,353,335,1743650512.6240683
Pantalla,0.5595043301582336,286,266,353,335,1743650512.6756592
Pantalla,0.6919970512390137,284,260,350,330,1743650512.721482
Pantalla,0.5343852639198303,278,256,348,323,1743650512.7700188
Pantalla,0.35465008020401,281,240,348,308,1743650512.8169112
Humano,0.3290778398513794,343,153,383,226,1743650512.8170452
Humano,0.3735271990299225,342,154,382,221,1743650512.865588
Pantalla,0.3331517279148102,281,239,346,304,1743650512.8657167
Pantalla,0.4685555398464203,269,237,344,305,1743650512.9103155
Pantalla,0.4685555398464203,269,237,344,305,1743650512.9592931
Pantalla,0.4038662314414978,268,236,343,305,1743650513.008306
Pantalla,0.49235081672668457,269,237,343,306,1743650513.0539796
Humano,0.29220888018608093,339,151,380,219,1743650513.0541193
Pantalla,0.49235081672668457,269,237,343,306,1743650513.102832
Humano,0.29220888018608093,339,151,380,219,1743650513.1029747
Pantalla,0.49235081672668457,269,237,343,306,1743650513.1504369
Humano,0.29220888018608093,339,151,380,219,1743650513.150573
Pantalla,0.4442146420478821,268,239,345,306,1743650513.1996927
Pantalla,0.4245201349258423,280,240,345,305,1743650513.2470357
Humano,0.3082139194011688,340,152,380,221,1743650513.2471678
Pantalla,0.33644941449165344,261,239,346,306,1743650513.2949011
Humano,0.2511799931526184,341,151,381,224,1743650513.295033
Pantalla,0.3885750472545624,266,239,347,308,1743650513.4397461
Pantalla,0.459227055311203,266,240,346,308,1743650513.5813286
Humano,0.2897414267063141,342,155,380,225,1743650513.5814588
Pantalla,0.36358922719955444,262,240,345,310,1743650513.6304502
Pantalla,0.36358922719955444,262,240,345,310,1743650513.6781154
Pantalla,0.49807536602020264,264,240,345,309,1743650513.7273533
Humano,0.35033321380615234,341,152,381,222,1743650513.7274919
Pantalla,0.49807536602020264,264,240,345,309,1743650513.777327
Humano,0.35033321380615234,341,152,381,222,1743650513.7774372
Pantalla,0.43879595398902893,269,241,344,308,1743650513.823937
Pantalla,0.42639896273612976,261,240,343,308,1743650513.8724217
Humano,0.3217869699001312,340,156,379,224,1743650513.8725545
Pantalla,0.40466779470443726,262,240,343,313,1743650513.918305
Pantalla,0.40466779470443726,262,240,343,313,1743650513.96705
Pantalla,0.2704162001609802,270,240,343,307,1743650514.0599885
Pantalla,0.2704162001609802,270,240,343,307,1743650514.110933
Gato,0.40212613344192505,1,2,332,477,1743650514.1576107
Gato,0.3349933624267578,2,4,610,478,1743650514.1577485
Gato,0.5295015573501587,1,1,351,478,1743650514.2061656
Gato,0.5295015573501587,1,1,351,478,1743650514.2512317
Gato,0.3119290769100189,2,0,367,478,1743650514.3026645
Gato,0.29262474179267883,11,0,635,474,1743650514.3028076
Gato,0.3119290769100189,2,0,367,478,1743650514.3487954
Gato,0.29262474179267883,11,0,635,474,1743650514.3489313
Gato,0.30465254187583923,3,0,621,477,1743650514.3980038
Gato,0.2751501798629761,0,0,318,476,1743650514.3981369
Gato,0.2853025496006012,0,1,337,477,1743650514.445522
Gato,0.7080774307250977,1,0,637,480,1743650514.494033
Humano,0.33874157071113586,2,0,638,476,1743650514.5429344
Humano,0.3073400855064392,281,367,323,453,1743650514.5430675
Humano,0.5175469517707825,2,0,639,477,1743650514.5891542
Humano,0.4637965261936188,283,356,330,442,1743650514.5892863
Gato,0.3338944911956787,0,9,324,477,1743650514.7300518
Humano,0.30952873826026917,286,339,328,407,1743650514.7789316
Humano,0.30952873826026917,286,339,328,407,1743650514.825846
Pantalla,0.5582426190376282,212,414,281,479,1743650514.874561
Pantalla,0.5582426190376282,212,414,281,479,1743650514.9218526
Humano,0.26349663734436035,274,321,317,392,1743650514.970309
Pantalla,0.3005194067955017,180,401,272,474,1743650515.208716
Pantalla,0.3005194067955017,180,401,272,474,1743650515.2578664
Celular pedorro,0.7414765954017639,165,187,348,478,1743650515.305565
Celular pedorro,0.3361159861087799,181,188,345,367,1743650515.305734
Humano,0.2613966464996338,250,313,296,378,1743650515.3533733
Gato,0.6147142052650452,0,0,299,474,1743650515.4005964
Pantalla,0.34871721267700195,179,385,253,461,1743650515.4007258
Gato,0.26778095960617065,1,0,638,469,1743650515.400839
Gato,0.6147142052650452,0,0,299,474,1743650515.448948
Pantalla,0.34871721267700195,179,385,253,461,1743650515.4490488
Gato,0.26778095960617065,1,0,638,469,1743650515.4491396
Pantalla,0.4953441619873047,164,360,235,431,1743650515.497482
Pantalla,0.28528663516044617,159,347,227,417,1743650515.5546124
Pantalla,0.4517810344696045,157,343,226,409,1743650515.609272
Celular pedorro,0.2617625892162323,79,131,306,470,1743650515.6094053
Humano,0.2536402642726898,219,254,262,323,1743650515.6095653
Pantalla,0.4517810344696045,157,343,226,409,1743650515.658561
Celular pedorro,0.2617625892162323,79,131,306,470,1743650515.6586926
Humano,0.2536402642726898,219,254,262,323,1743650515.658853
Humano,0.40124547481536865,216,248,258,314,1743650515.706048
Pantalla,0.3665093779563904,152,336,224,405,1743650515.706182
Celular pedorro,0.31474900245666504,23,114,305,460,1743650515.7062907
Celular pedorro,0.3599948585033417,98,128,300,470,1743650515.754488
Celular pedorro,0.35853734612464905,16,128,302,475,1743650515.754669
Pantalla,0.3421303629875183,146,337,223,404,1743650515.754826
Humano,0.30413490533828735,213,247,258,315,1743650515.754935
Humano,0.3703446388244629,214,244,257,316,1743650515.8006122
Celular pedorro,0.33475634455680847,34,124,302,466,1743650515.8007388
Pantalla,0.33399498462677,139,337,224,406,1743650515.8008952
Humano,0.3703446388244629,214,244,257,316,1743650515.8510404
Celular pedorro,0.33475634455680847,34,124,302,466,1743650515.8511703
Pantalla,0.33399498462677,139,337,224,406,1743650515.8513305
Humano,0.3414391577243805,213,247,254,315,1743650515.8982544
Humano,0.3889620006084442,211,247,254,314,1743650515.9444032
Pantalla,0.33301645517349243,135,337,223,407,1743650515.9445398
Celular pedorro,0.3270493745803833,127,135,298,463,1743650515.992985
Humano,0.3154997229576111,213,246,255,315,1743650515.9931629
Celular pedorro,0.2869613766670227,40,127,301,458,1743650515.9932723
Pantalla,0.25359949469566345,139,337,224,407,1743650515.993424
Celular pedorro,0.3270493745803833,127,135,298,463,1743650516.0420618
Humano,0.3154997229576111,213,246,255,315,1743650516.0422428
Celular pedorro,0.2869613766670227,40,127,301,458,1743650516.0423508
Pantalla,0.25359949469566345,139,337,224,407,1743650516.0425034
Celular pedorro,0.41757410764694214,5,126,302,473,1743650516.0896685
Humano,0.3082980215549469,213,251,257,317,1743650516.0898468
Pantalla,0.30501589179039,140,338,222,405,1743650516.089952
Pantalla,0.3468802869319916,134,337,223,406,1743650516.1378036
Humano,0.2872009575366974,213,250,258,316,1743650516.1379406
Celular pedorro,0.26763421297073364,5,123,308,469,1743650516.1380515
Humano,0.28287994861602783,213,249,257,316,1743650516.184847
Celular pedorro,0.2734343111515045,56,127,300,464,1743650516.1849859
Humano,0.28287994861602783,213,249,257,316,1743650516.233439
Celular pedorro,0.2734343111515045,56,127,300,464,1743650516.2335768
Humano,0.4622962772846222,213,248,259,316,1743650516.2815874
Pantalla,0.2700360417366028,140,337,224,406,1743650516.2817185
Pantalla,0.3622349798679352,133,337,224,407,1743650516.3288658
Celular pedorro,0.4993033707141876,7,127,305,472,1743650516.3767374
Celular pedorro,0.4410889148712158,93,130,303,476,1743650516.3769186
Pantalla,0.32480913400650024,137,338,223,405,1743650516.3770635
Humano,0.281633198261261,215,249,258,317,1743650516.3771737
Celular pedorro,0.5219569206237793,91,126,301,468,1743650516.425445
Humano,0.4788398742675781,214,248,257,317,1743650516.4256246
Pantalla,0.36686572432518005,143,338,222,405,1743650516.4257355
Celular pedorro,0.4598372280597687,7,129,302,468,1743650516.4751434
Humano,0.36187541484832764,215,248,256,316,1743650516.4753244
Pantalla,0.29892244935035706,140,339,225,408,1743650516.4754357
Humano,0.3418768644332886,213,254,253,317,1743650516.5221324
Humano,0.3500782251358032,213,253,254,318,1743650516.5712955
Pantalla,0.2891036868095398,141,340,222,408,1743650516.5714343
Humano,0.3500782251358032,213,253,254,318,1743650516.6163893
Pantalla,0.2891036868095398,141,340,222,408,1743650516.6165202
Pantalla,0.396702378988266,144,341,220,408,1743650516.6667008
Humano,0.3686846196651459,213,253,254,318,1743650516.6668334
Pantalla,0.3604336082935333,137,341,222,411,1743650516.7120302
Celular pedorro,0.32865890860557556,10,132,299,470,1743650516.7121687
Celular pedorro,0.31058400869369507,130,136,297,472,1743650516.7123277
Humano,0.27390894293785095,213,251,254,318,1743650516.7124555
Celular pedorro,0.6578244566917419,5,133,301,471,1743650516.7599952
Pantalla,0.365683376789093,141,341,221,409,1743650516.7601779
Celular pedorro,0.6578244566917419,5,133,301,471,1743650516.8081532
Pantalla,0.365683376789093,141,341,221,409,1743650516.808338
Celular pedorro,0.3420717120170593,20,130,298,467,1743650516.8576782
Pantalla,0.3257245719432831,142,342,223,408,1743650516.857821
Celular pedorro,0.3210419714450836,131,138,295,470,1743650516.857907
Humano,0.28603848814964294,213,253,253,320,1743650516.8580189
Pantalla,0.37734347581863403,143,342,222,408,1743650516.906622
Pantalla,0.46708571910858154,144,340,222,408,1743650516.955761
Humano,0.3079197406768799,213,254,253,318,1743650516.9558656
Celular pedorro,0.3414304852485657,36,128,300,463,1743650517.0007927
Celular pedorro,0.2937883138656616,128,136,297,465,1743650517.0009673
Pantalla,0.2576417326927185,141,339,221,406,1743650517.0011194
Humano,0.42151162028312683,213,250,254,317,1743650517.0499287
Pantalla,0.3147297203540802,142,339,221,405,1743650517.0500576
Celular pedorro,0.2654229700565338,91,128,301,463,1743650517.0501654
Celular pedorro,0.3749151825904846,119,132,297,473,1743650517.0956533
Humano,0.2539738714694977,213,250,254,315,1743650517.0957909
Celular pedorro,0.3749151825904846,119,132,297,473,1743650517.1432426
Humano,0.2539738714694977,213,250,254,315,1743650517.1434176
Humano,0.34964844584465027,212,248,253,312,1743650517.1919959
Pantalla,0.31853190064430237,135,337,221,404,1743650517.1921299
Pantalla,0.37736356258392334,137,336,224,404,1743650517.2469673
Humano,0.3263387680053711,212,247,254,313,1743650517.2471333
Celular pedorro,0.45473068952560425,12,131,298,476,1743650517.3052838
Celular pedorro,0.45473068952560425,12,131,298,476,1743650517.3641436
Celular pedorro,0.6344529986381531,111,131,296,469,1743650517.4233065
Celular pedorro,0.5790490508079529,13,124,298,464,1743650517.4234898
Humano,0.2762012183666229,211,249,252,314,1743650517.423652
Celular pedorro,0.6344529986381531,111,131,296,469,1743650517.4812174
Celular pedorro,0.5790490508079529,13,124,298,464,1743650517.4813967
Humano,0.2762012183666229,211,249,252,314,1743650517.4815578
Humano,0.40538835525512695,211,247,253,313,1743650517.52762
Celular pedorro,0.3884906768798828,121,133,296,461,1743650517.5277474
Celular pedorro,0.35735875368118286,37,126,299,456,1743650517.5279074
Humano,0.4135075509548187,211,242,254,314,1743650517.5760436
Pantalla,0.31663018465042114,144,335,222,403,1743650517.57617
Celular pedorro,0.30018970370292664,97,136,297,469,1743650517.5762815
Humano,0.3745587468147278,213,249,255,312,1743650517.6250446
